Price,Apartment type,Metro station,Minutes to metro,Region,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Renovation
6300000.0,Вторичка, Опалиха,6.0,Московская Область,1.0,30.6,11.1,8.5,25.0,25,Косметический
9000000.0,Вторичка, Павшино,2.0,Московская Область,1.0,49.2,20.0,10.0,6.0,15,В Европейском Стиле
11090000.0,Вторичка, Мякинино,14.0,Московская Область,1.0,44.7,16.2,13.1,10.0,25,Косметический
8300000.0,Вторичка, Строгино,8.0,Московская Область,1.0,35.1,16.0,11.0,12.0,33,В Европейском Стиле
6450000.0,Вторичка, Опалиха,6.0,Московская Область,1.0,37.7,15.2,4.0,5.0,5,Без Ремонта
7150000.0,Вторичка, Опалиха,6.0,Московская Область,1.0,38.4,18.0,8.0,8.0,18,В Европейском Стиле
7400000.0,Вторичка, Нахабино,11.0,Московская Область,1.0,33.0,16.0,8.0,7.0,7,В Европейском Стиле
7500000.0,Вторичка, Строгино,27.0,Московская Область,1.0,25.0,14.8,8.7,16.0,34,В Европейском Стиле
7800000.0,Вторичка, Красногорская,6.0,Московская Область,1.0,41.8,18.0,10.0,6.0,17,Косметический
7999999.0,Вторичка, Тушинская,35.0,Московская Область,1.0,44.0,19.0,11.0,11.0,24,Дизайнерский
9000000.0,Вторичка, Аникеевка,17.0,Московская Область,1.0,44.8,15.0,10.3,5.0,6,В Европейском Стиле
12300000.0,Вторичка, Волоколамская,16.0,Московская Область,1.0,39.0,21.9,9.9,26.0,30,Дизайнерский
14000000.0,Вторичка, Волоколамская,12.0,Московская Область,1.0,48.0,23.0,9.0,12.0,28,Дизайнерский
6000000.0,Вторичка, Павшино,3.0,Московская Область,1.0,33.8,17.0,7.0,4.0,9,Без Ремонта
6200000.0,Вторичка, Красногорская,19.0,Московская Область,1.0,32.7,18.0,6.0,9.0,9,В Европейском Стиле
6300000.0,Вторичка, Красногорская,19.0,Московская Область,1.0,32.1,18.4,9.3,2.0,9,Без Ремонта
6500000.0,Вторичка, Опалиха,7.0,Московская Область,1.0,34.9,17.0,9.0,2.0,14,Косметический
6800000.0,Вторичка, Опалиха,7.0,Московская Область,1.0,38.0,17.4,9.0,8.0,14,В Европейском Стиле
7350000.0,Вторичка, Опалиха,6.0,Московская Область,1.0,40.0,16.1,9.8,17.0,24,В Европейском Стиле
8100000.0,Вторичка, Красногорская,6.0,Московская Область,1.0,47.6,26.0,12.0,8.0,11,Косметический
8200000.0,Вторичка, Опалиха,12.0,Московская Область,1.0,32.5,18.6,9.3,1.0,8,Дизайнерский
8600000.0,Вторичка, Строгино,8.0,Московская Область,1.0,36.5,13.0,15.0,23.0,33,Дизайнерский
9200000.0,Вторичка, Опалиха,5.0,Московская Область,1.0,33.75,16.5,8.6,3.0,8,Дизайнерский
9300000.0,Вторичка, Волоколамская,15.0,Московская Область,1.0,39.1,18.0,11.0,17.0,29,Без Ремонта
10099000.0,Вторичка, Мякинино,16.0,Московская Область,1.0,38.0,21.3,9.8,6.0,19,Дизайнерский
11000000.0,Вторичка, Строгино,11.0,Московская Область,1.0,50.8,23.2,11.6,14.0,22,Косметический
14000000.0,Вторичка, Мякинино,16.0,Московская Область,1.0,38.1,21.4,9.8,5.0,19,Дизайнерский
7800000.0,Вторичка, Опалиха,6.0,Московская Область,1.0,39.5,16.6,12.0,20.0,26,В Европейском Стиле
7750000.0,Вторичка, Опалиха,7.0,Московская Область,1.0,39.5,14.0,14.1,2.0,26,В Европейском Стиле
8300000.0,Вторичка, Опалиха,5.0,Московская Область,1.0,44.0,18.0,11.6,10.0,25,Косметический
8500000.0,Вторичка, Пенягино,16.0,Московская Область,1.0,32.1,9.0,18.0,23.0,45,В Европейском Стиле
9400000.0,Вторичка, Пенягино,9.0,Московская Область,1.0,42.0,9.0,10.1,4.0,23,Косметический
9500000.0,Вторичка, Мякинино,20.0,Московская Область,1.0,37.7,18.9,7.4,8.0,17,Без Ремонта
9600000.0,Вторичка, Мякинино,20.0,Московская Область,1.0,38.6,21.6,9.8,16.0,17,Косметический
9700000.0,Вторичка, Митино,7.0,Московская Область,1.0,42.3,23.5,10.1,7.0,17,В Европейском Стиле
10300000.0,Вторичка, Строгино,8.0,Московская Область,1.0,38.6,17.0,12.0,16.0,32,В Европейском Стиле
11000000.0,Вторичка, Мякинино,15.0,Московская Область,1.0,43.0,19.6,5.0,3.0,17,В Европейском Стиле
11680000.0,Вторичка, Пенягино,16.0,Московская Область,1.0,36.5,20.6,9.7,5.0,45,Дизайнерский
11900000.0,Вторичка, Павшино,2.0,Московская Область,1.0,28.0,18.0,7.0,12.0,31,Дизайнерский
4200000.0,Вторичка, Красногорская,36.0,Московская Область,1.0,18.3,13.0,2.3,5.0,5,Косметический
5250000.0,Вторичка, Павшино,6.0,Московская Область,1.0,31.0,18.0,6.0,1.0,4,Косметический
5450000.0,Вторичка, Красногорская,13.0,Московская Область,1.0,31.0,18.0,6.0,5.0,5,Косметический
5700000.0,Вторичка, Опалиха,29.0,Московская Область,1.0,45.0,28.0,7.0,1.0,3,Косметический
5790000.0,Вторичка, Опалиха,7.0,Московская Область,1.0,26.6,16.5,5.0,23.0,26,В Европейском Стиле
5800000.0,Вторичка, Павшино,5.0,Московская Область,1.0,32.5,20.0,7.0,7.0,9,Косметический
5800000.0,Вторичка, Павшино,12.0,Московская Область,1.0,28.3,17.0,6.0,3.0,5,Без Ремонта
5840000.0,Вторичка, Павшино,4.0,Московская Область,1.0,23.0,14.5,3.5,4.0,5,Косметический
5800000.0,Вторичка, Павшино,10.0,Московская Область,1.0,31.0,18.0,9.2,3.0,5,Косметический
6000000.0,Вторичка, Павшино,4.0,Московская Область,1.0,23.0,14.5,3.5,4.0,5,Косметический
6100000.0,Вторичка, Опалиха,7.0,Московская Область,1.0,30.5,14.0,9.5,13.0,25,В Европейском Стиле
6100000.0,Вторичка, Опалиха,6.0,Московская Область,1.0,39.0,10.0,9.9,7.0,18,Косметический
6100000.0,Вторичка, Опалиха,6.0,Московская Область,1.0,39.0,9.0,9.9,5.0,18,Косметический
6100000.0,Вторичка, Опалиха,19.0,Московская Область,1.0,32.0,18.3,9.3,1.0,7,Косметический
6200000.0,Вторичка, Красногорская,7.0,Московская Область,1.0,32.0,17.0,6.0,4.0,5,В Европейском Стиле
6300000.0,Вторичка, Павшино,7.0,Московская Область,1.0,30.0,10.9,8.3,25.0,25,Косметический
6300000.0,Вторичка, Пенягино,8.0,Московская Область,1.0,19.5,12.0,8.3,2.0,22,Дизайнерский
6499000.0,Вторичка, Красногорская,6.0,Московская Область,1.0,34.7,19.0,10.0,11.0,16,Без Ремонта
6500000.0,Вторичка, Тушинская,17.0,Московская Область,1.0,31.8,13.7,10.0,19.0,25,Косметический
6550000.0,Вторичка, Опалиха,16.0,Московская Область,1.0,34.0,15.0,11.0,4.0,12,Косметический
6650000.0,Вторичка, Опалиха,16.0,Московская Область,1.0,34.0,15.0,11.0,6.0,12,Косметический
6750000.0,Вторичка, Опалиха,19.0,Московская Область,1.0,34.0,18.0,6.0,1.0,6,В Европейском Стиле
6800000.0,Вторичка, Опалиха,7.0,Московская Область,1.0,35.5,14.9,11.5,12.0,25,Косметический
6800000.0,Вторичка, Опалиха,16.0,Московская Область,1.0,40.8,17.0,14.9,2.0,8,Без Ремонта
6800000.0,Вторичка, Опалиха,15.0,Московская Область,1.0,35.5,16.0,11.5,2.0,12,Без Ремонта
6890000.0,Вторичка, Тушинская,16.0,Московская Область,1.0,35.4,17.0,8.4,4.0,14,В Европейском Стиле
6800000.0,Вторичка, Опалиха,5.0,Московская Область,1.0,37.9,18.0,9.0,9.0,18,Косметический
6800000.0,Вторичка, Павшино,14.0,Московская Область,1.0,35.1,17.7,8.0,5.0,9,Косметический
6990000.0,Вторичка, Красногорская,18.0,Московская Область,1.0,29.0,15.2,5.0,5.0,5,В Европейском Стиле
7000000.0,Вторичка, Красногорская,8.0,Московская Область,1.0,37.0,14.5,10.1,15.0,24,Косметический
7000000.0,Вторичка, Опалиха,6.0,Московская Область,1.0,32.6,13.8,8.7,3.0,9,В Европейском Стиле
7000000.0,Вторичка, Павшино,20.0,Московская Область,1.0,46.0,20.0,8.0,11.0,25,Без Ремонта
7000000.0,Вторичка, Красногорская,39.0,Московская Область,1.0,38.0,19.0,9.0,9.0,14,Косметический
7100000.0,Вторичка, Опалиха,5.0,Московская Область,1.0,39.6,17.6,8.2,2.0,18,В Европейском Стиле
7200000.0,Вторичка, Тушинская,17.0,Московская Область,1.0,40.0,22.4,9.9,4.0,25,Косметический
7200000.0,Вторичка, Опалиха,7.0,Московская Область,1.0,35.6,14.0,11.4,7.0,24,В Европейском Стиле
7200000.0,Вторичка, Опалиха,6.0,Московская Область,1.0,40.0,15.7,8.2,2.0,11,В Европейском Стиле
7200000.0,Вторичка, Красногорская,15.0,Московская Область,1.0,32.0,19.0,6.0,3.0,5,Косметический
7200000.0,Вторичка, Опалиха,6.0,Московская Область,1.0,38.0,19.0,8.0,7.0,17,Косметический
7200000.0,Вторичка, Красногорская,8.0,Московская Область,1.0,39.5,10.0,9.9,2.0,18,Косметический
7290000.0,Вторичка, Опалиха,6.0,Московская Область,1.0,38.4,16.8,10.4,14.0,26,В Европейском Стиле
7300000.0,Вторичка, Опалиха,5.0,Московская Область,1.0,39.3,13.2,13.2,22.0,25,В Европейском Стиле
7300000.0,Вторичка, Павшино,7.0,Московская Область,1.0,39.3,19.5,9.4,3.0,14,Косметический
7400000.0,Вторичка, Опалиха,6.0,Московская Область,1.0,39.5,12.7,15.1,22.0,25,Косметический
7400000.0,Вторичка, Красногорская,6.0,Московская Область,1.0,34.0,15.0,8.0,9.0,9,В Европейском Стиле
7499000.0,Вторичка, Опалиха,4.0,Московская Область,1.0,32.0,15.0,10.0,2.0,8,Без Ремонта
7450000.0,Вторичка, Опалиха,10.0,Московская Область,1.0,32.2,15.0,9.1,9.0,12,В Европейском Стиле
7500000.0,Вторичка, Павшино,12.0,Московская Область,1.0,32.0,17.0,10.0,7.0,21,В Европейском Стиле
7500000.0,Вторичка, Митино,12.0,Московская Область,1.0,57.0,20.6,12.0,1.0,10,Косметический
7500000.0,Вторичка, Опалиха,6.0,Московская Область,1.0,37.4,15.2,11.1,5.0,25,Без Ремонта
7500000.0,Вторичка, Опалиха,6.0,Московская Область,1.0,34.0,14.0,10.0,20.0,27,Косметический
7500000.0,Вторичка, Красногорская,4.0,Московская Область,1.0,34.6,20.0,7.0,12.0,12,В Европейском Стиле
7590000.0,Вторичка, Опалиха,6.0,Московская Область,1.0,35.5,19.0,9.0,8.0,25,В Европейском Стиле
7600000.0,Вторичка, Красногорская,6.0,Московская Область,1.0,39.0,17.0,9.0,3.0,18,Косметический
7720000.0,Вторичка, Опалиха,5.0,Московская Область,1.0,46.8,22.3,7.7,1.0,10,Косметический
7700000.0,Вторичка, Опалиха,7.0,Московская Область,1.0,38.8,14.1,13.3,24.0,25,Косметический
7650000.0,Вторичка, Опалиха,6.0,Московская Область,1.0,38.1,18.0,10.0,20.0,26,В Европейском Стиле
7750000.0,Вторичка, Опалиха,7.0,Московская Область,1.0,34.6,17.0,10.0,25.0,26,В Европейском Стиле
7800000.0,Вторичка, Павшино,4.0,Московская Область,1.0,39.4,10.0,9.9,12.0,12,Косметический
7800000.0,Вторичка, Красногорская,6.0,Московская Область,1.0,40.4,16.3,11.1,1.0,17,Косметический
7800000.0,Вторичка, Аникеевка,6.0,Московская Область,1.0,39.5,16.6,12.0,20.0,26,Косметический
7750000.0,Вторичка, Красногорская,38.0,Московская Область,1.0,41.1,20.0,10.0,8.0,14,Косметический
7800000.0,Вторичка, Опалиха,6.0,Московская Область,1.0,37.0,15.2,9.1,24.0,26,Дизайнерский
7950000.0,Вторичка, Павшино,11.0,Московская Область,1.0,33.4,17.0,9.4,2.0,8,В Европейском Стиле
7900000.0,Вторичка, Павшино,7.0,Московская Область,1.0,36.0,20.0,8.0,3.0,4,В Европейском Стиле
7900000.0,Вторичка, Опалиха,16.0,Московская Область,1.0,34.1,16.3,9.0,1.0,8,В Европейском Стиле
7900000.0,Вторичка, Красногорская,43.0,Московская Область,1.0,37.6,21.1,9.8,4.0,24,Косметический
7999000.0,Вторичка, Опалиха,12.0,Московская Область,1.0,33.7,19.2,9.4,10.0,12,В Европейском Стиле
8000000.0,Вторичка, Красногорская,20.0,Московская Область,1.0,40.0,11.0,19.0,5.0,9,В Европейском Стиле
8000000.0,Вторичка, Опалиха,19.0,Московская Область,1.0,33.0,8.0,9.4,6.0,10,В Европейском Стиле
8000000.0,Вторичка, Опалиха,14.0,Московская Область,1.0,33.5,16.2,9.0,1.0,8,В Европейском Стиле
8100000.0,Вторичка, Опалиха,4.0,Московская Область,1.0,38.4,21.5,9.8,2.0,8,Без Ремонта
8199000.0,Вторичка, Красногорская,8.0,Московская Область,1.0,47.8,23.4,11.6,2.0,7,Дизайнерский
8200000.0,Вторичка, Опалиха,6.0,Московская Область,1.0,47.2,22.0,12.0,19.0,26,Косметический
8200000.0,Вторичка, Митино,7.0,Московская Область,1.0,35.3,15.0,8.3,5.0,17,В Европейском Стиле
8150000.0,Вторичка, Павшино,12.0,Московская Область,1.0,30.0,17.3,9.1,10.0,21,Дизайнерский
8290000.0,Вторичка, Опалиха,6.0,Московская Область,1.0,38.6,16.7,9.3,18.0,25,В Европейском Стиле
8290000.0,Вторичка, Строгино,8.0,Московская Область,1.0,34.1,14.1,11.2,21.0,34,Дизайнерский
8300000.0,Вторичка, Опалиха,7.0,Московская Область,1.0,34.2,20.0,12.0,4.0,26,В Европейском Стиле
8490000.0,Вторичка, Пенягино,14.0,Московская Область,1.0,31.9,15.0,10.0,11.0,44,В Европейском Стиле
8400000.0,Вторичка, Опалиха,6.0,Московская Область,1.0,43.5,11.5,10.2,3.0,8,Без Ремонта
8500000.0,Вторичка, Павшино,6.0,Московская Область,1.0,44.0,11.0,20.0,17.0,17,Косметический
8500000.0,Вторичка, Опалиха,6.0,Московская Область,1.0,36.4,10.0,9.7,3.0,25,Дизайнерский
8500000.0,Вторичка, Митино,12.0,Московская Область,1.0,39.2,14.0,10.4,14.0,25,В Европейском Стиле
8600000.0,Вторичка, Опалиха,6.0,Московская Область,1.0,48.5,17.7,13.5,15.0,17,В Европейском Стиле
8600000.0,Вторичка, Красногорская,10.0,Московская Область,1.0,44.0,17.5,10.0,5.0,14,В Европейском Стиле
8700000.0,Вторичка, Опалиха,5.0,Московская Область,1.0,47.6,20.0,11.5,18.0,25,В Европейском Стиле
8700000.0,Вторичка, Павшино,8.0,Московская Область,1.0,41.6,19.0,18.0,20.0,23,Косметический
8700000.0,Вторичка, Павшино,5.0,Московская Область,1.0,37.9,21.3,9.8,1.0,12,Косметический
8700000.0,Вторичка, Красногорская,6.0,Московская Область,1.0,43.0,22.0,11.0,2.0,14,Косметический
8690000.0,Вторичка, Мякинино,16.0,Московская Область,1.0,36.3,20.0,8.0,4.0,19,Без Ремонта
8875000.0,Вторичка, Красногорская,7.0,Московская Область,1.0,48.0,18.0,13.0,10.0,17,В Европейском Стиле
8990000.0,Вторичка, Красногорская,30.0,Московская Область,1.0,46.0,18.0,13.0,15.0,16,Косметический
8999999.0,Вторичка, Павшино,8.0,Московская Область,1.0,42.9,16.0,13.0,1.0,24,Дизайнерский
8950000.0,Вторичка, Аникеевка,6.0,Московская Область,1.0,45.0,19.0,13.0,8.0,24,В Европейском Стиле
8900000.0,Вторичка, Пенягино,10.0,Московская Область,1.0,39.0,20.0,10.0,16.0,25,В Европейском Стиле
8900000.0,Вторичка, Мякинино,24.0,Московская Область,1.0,40.5,18.0,12.0,16.0,25,В Европейском Стиле
8950000.0,Вторичка, Пенягино,12.0,Московская Область,1.0,39.7,22.2,9.9,10.0,25,Косметический
9050000.0,Вторичка, Павшино,19.0,Московская Область,1.0,39.9,19.0,8.0,16.0,17,В Европейском Стиле
9000000.0,Вторичка, Строгино,8.0,Московская Область,1.0,38.0,20.0,15.0,7.0,33,В Европейском Стиле
9249000.0,Вторичка, Павшино,8.0,Московская Область,1.0,40.0,12.0,20.0,10.0,21,В Европейском Стиле
9300000.0,Вторичка, Опалиха,6.0,Московская Область,1.0,46.1,17.9,10.4,19.0,24,Дизайнерский
9300000.0,Вторичка, Опалиха,6.0,Московская Область,1.0,45.8,18.8,12.8,14.0,17,В Европейском Стиле
9316380.0,Вторичка, Аникеевка,3.0,Московская Область,1.0,59.34,35.1,14.5,3.0,3,Без Ремонта
9300000.0,Вторичка, Опалиха,15.0,Московская Область,1.0,54.0,26.0,12.0,7.0,10,В Европейском Стиле
9350000.0,Вторичка, Аникеевка,6.0,Московская Область,1.0,44.6,17.9,10.4,19.0,24,В Европейском Стиле
9400000.0,Вторичка, Пенягино,14.0,Московская Область,1.0,33.0,17.0,6.0,13.0,45,В Европейском Стиле
9500000.0,Вторичка, Пенягино,11.0,Московская Область,1.0,42.3,18.0,8.5,3.0,16,Косметический
9500000.0,Вторичка, Пенягино,14.0,Московская Область,1.0,35.0,9.0,20.0,6.0,8,Косметический
9500000.0,Вторичка, Пенягино,10.0,Московская Область,1.0,37.7,18.0,8.0,8.0,17,Косметический
9500000.0,Вторичка, Пенягино,14.0,Московская Область,1.0,35.0,19.8,9.5,6.0,8,В Европейском Стиле
9500000.0,Вторичка, Пенягино,9.0,Московская Область,1.0,42.0,19.4,8.7,7.0,19,В Европейском Стиле
9500000.0,Вторичка, Опалиха,7.0,Московская Область,1.0,40.0,14.1,13.5,25.0,25,Дизайнерский
9499999.0,Вторичка, Опалиха,16.0,Московская Область,1.0,34.6,12.0,10.0,5.0,8,Дизайнерский
9500000.0,Вторичка, Опалиха,7.0,Московская Область,1.0,40.0,14.0,13.5,25.0,25,Косметический
9499999.0,Вторичка, Аникеевка,17.0,Московская Область,1.0,42.8,24.8,12.7,4.0,6,Дизайнерский
9500000.0,Вторичка, Пенягино,7.0,Московская Область,1.0,37.8,19.0,6.0,2.0,17,Косметический
9600000.0,Вторичка, Пенягино,6.0,Московская Область,1.0,38.7,18.9,9.0,6.0,26,В Европейском Стиле
9600000.0,Вторичка, Павшино,3.0,Московская Область,1.0,47.0,23.0,12.0,15.0,25,Дизайнерский
9550000.0,Вторичка, Пенягино,18.0,Московская Область,1.0,34.0,14.0,9.5,3.0,7,В Европейском Стиле
9600000.0,Вторичка, Пенягино,7.0,Московская Область,1.0,37.0,19.0,8.0,3.0,17,В Европейском Стиле
9700000.0,Вторичка, Пятницкое шоссе,10.0,Московская Область,1.0,45.0,28.0,12.0,6.0,17,Косметический
9700000.0,Вторичка, Мякинино,16.0,Московская Область,1.0,37.0,17.0,9.3,17.0,19,В Европейском Стиле
9700000.0,Вторичка, Пенягино,16.0,Московская Область,1.0,35.0,20.0,6.0,35.0,45,В Европейском Стиле
9700000.0,Вторичка, Павшино,20.0,Московская Область,1.0,41.2,14.0,20.0,17.0,25,Дизайнерский
9800000.0,Вторичка, Мякинино,15.0,Московская Область,1.0,40.2,18.9,13.0,21.0,23,Косметический
9800000.0,Вторичка, Опалиха,6.0,Московская Область,1.0,46.1,25.4,10.5,9.0,17,В Европейском Стиле
12550000.0,Вторичка, Мякинино,20.0,Московская Область,2.0,60.7,40.0,13.0,2.0,7,Косметический
7500000.0,Вторичка, Павшино,11.0,Московская Область,2.0,42.0,28.0,6.0,5.0,5,Косметический
11690000.0,Вторичка, Опалиха,17.0,Московская Область,2.0,61.0,31.0,12.0,6.0,8,Без Ремонта
12700000.0,Вторичка, Аникеевка,16.0,Московская Область,2.0,70.1,37.6,12.4,4.0,6,Косметический
12650000.0,Вторичка, Пенягино,19.0,Московская Область,2.0,46.1,23.7,14.6,4.0,15,Дизайнерский
18000000.0,Вторичка, Пенягино,18.0,Московская Область,2.0,68.0,35.0,17.0,30.0,44,Дизайнерский
12546450.0,Вторичка, Пенягино,10.0,Московская Область,2.0,73.5,39.5,13.3,6.0,22,Без Ремонта
11500000.0,Вторичка, Опалиха,6.0,Московская Область,2.0,56.0,22.0,13.0,3.0,24,Дизайнерский
9500000.0,Вторичка, Митино,17.0,Московская Область,2.0,44.0,26.0,7.0,1.0,8,В Европейском Стиле
10500000.0,Вторичка, Митино,11.0,Московская Область,2.0,50.3,25.0,6.0,22.0,25,В Европейском Стиле
11190000.0,Вторичка, Митино,14.0,Московская Область,2.0,64.4,30.1,13.6,7.0,9,В Европейском Стиле
11500000.0,Вторичка, Пенягино,15.0,Московская Область,2.0,40.0,31.0,6.5,32.0,44,Дизайнерский
12500000.0,Вторичка, Опалиха,6.0,Московская Область,2.0,60.7,17.0,11.7,7.0,17,В Европейском Стиле
49500000.0,Вторичка, Мякинино,14.0,Московская Область,2.0,109.0,59.0,15.0,8.0,8,Дизайнерский
51500000.0,Вторичка, Мякинино,14.0,Московская Область,2.0,78.6,10.0,13.1,3.0,4,Дизайнерский
53000000.0,Вторичка, Мякинино,14.0,Московская Область,2.0,79.3,12.0,13.2,3.0,4,Дизайнерский
8000000.0,Вторичка, Аникеевка,5.0,Московская Область,2.0,35.0,16.0,16.0,3.0,3,Дизайнерский
8500000.0,Вторичка, Павшино,14.0,Московская Область,2.0,43.5,28.2,6.0,1.0,5,В Европейском Стиле
8800000.0,Вторичка, Павшино,5.0,Московская Область,2.0,42.0,28.0,6.0,5.0,5,Косметический
9650000.0,Вторичка, Опалиха,7.0,Московская Область,2.0,52.0,30.0,9.0,8.0,25,Косметический
9800000.0,Вторичка, Красногорская,9.0,Московская Область,2.0,66.0,35.9,11.2,10.0,25,В Европейском Стиле
10000000.0,Вторичка, Павшино,12.0,Московская Область,2.0,50.0,15.0,30.0,6.0,21,В Европейском Стиле
10300000.0,Вторичка, Павшино,18.0,Московская Область,2.0,47.0,25.9,10.5,16.0,18,Дизайнерский
10500000.0,Вторичка, Красногорская,6.0,Московская Область,2.0,47.2,32.0,9.0,11.0,12,Косметический
10700000.0,Вторичка, Опалиха,6.0,Московская Область,2.0,52.0,30.0,12.0,10.0,26,Дизайнерский
12300000.0,Вторичка, Красногорская,7.0,Московская Область,2.0,51.0,26.0,10.0,3.0,17,В Европейском Стиле
13900000.0,Вторичка, Пенягино,10.0,Московская Область,2.0,72.0,40.0,12.0,11.0,17,В Европейском Стиле
13990000.0,Вторичка, Павшино,3.0,Московская Область,2.0,61.0,32.7,10.0,23.0,25,Дизайнерский
16300000.0,Вторичка, Опалиха,6.0,Московская Область,2.0,63.6,38.0,13.0,2.0,8,Дизайнерский
17500000.0,Вторичка, Мякинино,26.0,Московская Область,2.0,91.6,48.7,14.3,15.0,25,В Европейском Стиле
19900000.0,Вторичка, Пенягино,13.0,Московская Область,2.0,75.0,50.0,20.0,20.0,25,Дизайнерский
22300000.0,Вторичка, Мякинино,27.0,Московская Область,2.0,101.2,81.0,15.2,20.0,21,Без Ремонта
5500000.0,Вторичка, Павшино,4.0,Московская Область,2.0,40.0,22.4,9.9,1.0,3,Без Ремонта
7200000.0,Вторичка, Красногорская,14.0,Московская Область,2.0,34.49,22.9,5.0,12.0,24,Без Ремонта
8800000.0,Вторичка, Опалиха,7.0,Московская Область,2.0,54.0,32.0,8.0,9.0,9,Косметический
10599999.0,Вторичка, Опалиха,4.0,Московская Область,2.0,48.6,28.0,10.7,7.0,8,В Европейском Стиле
11000000.0,Вторичка, Опалиха,5.0,Московская Область,2.0,50.0,10.0,10.8,6.0,8,В Европейском Стиле
11000000.0,Вторичка, Мякинино,15.0,Московская Область,2.0,43.0,19.6,5.0,3.0,19,Косметический
11000000.0,Вторичка, Опалиха,14.0,Московская Область,2.0,50.0,27.4,10.8,2.0,4,Дизайнерский
11000000.0,Вторичка, Пенягино,15.0,Московская Область,2.0,38.8,27.0,9.0,18.0,46,В Европейском Стиле
11250000.0,Вторичка, Павшино,13.0,Московская Область,2.0,55.0,30.0,10.0,8.0,25,В Европейском Стиле
11600000.0,Вторичка, Мякинино,15.0,Московская Область,2.0,50.0,28.0,9.8,18.0,23,Дизайнерский
12000000.0,Вторичка, Красногорская,9.0,Московская Область,2.0,43.57,20.0,18.5,31.0,44,Дизайнерский
12800000.0,Вторичка, Пенягино,16.0,Московская Область,2.0,40.0,22.4,9.9,9.0,45,Дизайнерский
13900000.0,Вторичка, Пенягино,14.0,Московская Область,2.0,72.8,33.0,12.5,9.0,16,В Европейском Стиле
13900000.0,Вторичка, Павшино,19.0,Московская Область,2.0,43.6,23.0,15.2,14.0,44,В Европейском Стиле
14000000.0,Вторичка, Павшино,3.0,Московская Область,2.0,57.0,35.0,10.3,18.0,25,Дизайнерский
13990000.0,Вторичка, Пенягино,11.0,Московская Область,2.0,64.0,36.0,10.0,14.0,20,В Европейском Стиле
14300000.0,Вторичка, Пенягино,9.0,Московская Область,2.0,61.0,40.0,12.0,16.0,17,В Европейском Стиле
15500000.0,Вторичка, Павшино,3.0,Московская Область,2.0,88.0,45.0,15.0,17.0,25,В Европейском Стиле
15991000.0,Вторичка, Волоколамская,15.0,Московская Область,2.0,60.0,35.0,10.0,23.0,29,В Европейском Стиле
16400000.0,Вторичка, Митино,6.0,Московская Область,2.0,72.2,36.1,14.7,10.0,18,В Европейском Стиле
8200000.0,Вторичка, Красногорская,15.0,Московская Область,2.0,36.94,24.0,5.0,19.0,23,Без Ремонта
9600000.0,Вторичка, Опалиха,40.0,Московская Область,2.0,58.0,32.0,15.0,23.0,26,Косметический
11300000.0,Вторичка, Павшино,13.0,Московская Область,2.0,57.0,33.0,10.0,2.0,5,Косметический
11500000.0,Вторичка, Пенягино,14.0,Московская Область,2.0,38.8,25.0,9.0,18.0,46,В Европейском Стиле
11500000.0,Вторичка, Строгино,8.0,Московская Область,2.0,48.0,25.0,10.0,13.0,33,В Европейском Стиле
11950000.0,Вторичка, Пенягино,18.0,Московская Область,2.0,44.0,26.0,10.0,3.0,45,В Европейском Стиле
12300000.0,Вторичка, Мякинино,20.0,Московская Область,2.0,43.5,25.0,11.0,19.0,23,Дизайнерский
12400000.0,Вторичка, Красногорская,6.0,Московская Область,2.0,57.9,31.4,11.4,12.0,17,Косметический
12400000.0,Вторичка, Опалиха,11.0,Московская Область,2.0,49.6,26.0,9.0,3.0,7,Дизайнерский
12450000.0,Вторичка, Пенягино,16.0,Московская Область,2.0,40.4,22.6,10.0,42.0,44,Дизайнерский
13300000.0,Вторичка, Опалиха,12.0,Московская Область,2.0,73.2,27.8,20.8,8.0,9,В Европейском Стиле
13760000.0,Вторичка, Пенягино,16.0,Московская Область,2.0,43.0,23.9,10.2,20.0,45,Дизайнерский
13800000.0,Вторичка, Аникеевка,7.0,Московская Область,2.0,80.0,41.0,14.0,13.0,24,В Европейском Стиле
14500000.0,Вторичка, Мякинино,26.0,Московская Область,2.0,60.0,36.0,14.0,14.0,25,Дизайнерский
14500000.0,Вторичка, Пенягино,6.0,Московская Область,2.0,65.0,34.0,14.0,10.0,26,В Европейском Стиле
15399000.0,Вторичка, Мякинино,20.0,Московская Область,2.0,71.1,33.7,15.0,2.0,22,В Европейском Стиле
15800000.0,Вторичка, Мякинино,14.0,Московская Область,2.0,82.5,41.0,22.0,15.0,24,В Европейском Стиле
16000000.0,Вторичка, Мякинино,16.0,Московская Область,2.0,73.2,46.0,16.0,20.0,20,Косметический
5550000.0,Вторичка, Опалиха,7.0,Московская Область,2.0,41.0,28.0,5.0,2.0,2,Косметический
6500000.0,Вторичка, Опалиха,16.0,Московская Область,2.0,43.6,25.7,6.0,4.0,4,Косметический
6600000.0,Вторичка, Опалиха,4.0,Московская Область,2.0,33.3,15.8,8.0,2.0,8,Косметический
6950000.0,Вторичка, Красногорская,7.0,Московская Область,2.0,45.0,28.0,6.0,4.0,5,Косметический
7350000.0,Вторичка, Павшино,11.0,Московская Область,2.0,41.6,6.0,10.1,4.0,5,Косметический
